,Unnamed: 0,Unnamed: 0.1,file,text,start,end,type,act,scene,sd_subtype,speaker,speaker_id,speech_number,gender,pre1_tag_type,pre1_base_polarity,pre1_main_emotion_class
1004,1004,1004,GerDracor/uhland-ludwig-der-bayer.xml,Saal im Schlosse zu München.,0,28,stage_direction,5,2,pre_speech,,,,,no_annotation,no_annotation,no_annotation
1005,1005,1005,GerDracor/uhland-ludwig-der-bayer.xml,"Ludwig tritt auf, setzt sich nieder und blickt nachdenklich in die Galerie hinaus,
            wo seine Söhne Albrecht, Stephan und Otto Ball spielen.",0,150,stage_direction,5,2,pre_speech,,,,,no_annotation,no_annotation,no_annotation
1006,1006,1006,GerDracor/uhland-ludwig-der-bayer.xml,"
              Dort spielen meine Knaben, lustig fliegt
              Der bunte Ball herüber und hinüber.",0,105,character_speech,5,2,,LUDWIG.,#ludwig,341.0,MALE,joy,positive,emotions of pleasure
1007,1007,1007,GerDracor/uhland-ludwig-der-bayer.xml,"In meiner Knabenzeit, da schlug ich so
              Mit Friedrich und mit Leopold den Ball;
              Doch andres Spiel begann uns, ernsteres:
              Gewaltig Schicksal warfen wir uns zu,
              Und müde bin ich von so strengem Spiel.",120,373,character_speech,5,2,,LUDWIG.,#ludwig,341.0,MALE,no_annotation,no_annotation,no_annotation
1008,1008,1008,GerDracor/uhland-ludwig-der-bayer.xml,Mehrere Bürger von München nähern sich durch die Galerie.,0,57,stage_direction,5,2,speech_part,,#ludwig,341.0,MALE,no_annotation,no_annotation,no_annotation
1009,1009,1009,GerDracor/uhland-ludwig-der-bayer.xml,"
              Die Bürger kommen.",0,33,character_speech,5,2,,LUDWIG.,#ludwig,341.0,MALE,joy,positive,emotions of pleasure
1010,1010,1010,GerDracor/uhland-ludwig-der-bayer.xml,"Seid mir schön gegrüßt,
              Getreue Münchner!",34,89,character_speech,5,2,,LUDWIG.,#ludwig,341.0,MALE,joy,positive,emotions of pleasure
1011,1011,1011,GerDracor/uhland-ludwig-der-bayer.xml,"Laßt mich wissen, was
               Euch Anlaß gab, mich um Gehör zu bitten!",90,167,character_speech,5,2,,LUDWIG.,#ludwig,341.0,MALE,no_annotation,no_annotation,no_annotation
1012,1012,1012,GerDracor/uhland-ludwig-der-bayer.xml,"
              Wir sind schon fast beruhigt, hoher Herr,
              Seit wir nur Euer teures Antlitz schaun.",0,111,character_speech,5,2,,ERSTER BÜRGER.,#erster_buerger,342.0,MALE,no_annotation,no_annotation,no_annotation
1013,1013,1013,GerDracor/uhland-ludwig-der-bayer.xml,"Es hatte durch die Stadt sich das Gerücht
              Verbreitet, daß Ihr plötzlich in der Nacht
              Hinausgeritten zu dem Heere, das
              Nach Brandenburg bestimmt ist, Eurem
              Erlauchten Sohn zur Hülfe.",126,363,character_speech,5,2,,ERSTER BÜRGER.,#erster_buerger,342.0,MALE,no_annotation,no_annotation,no_annotation
1014,1014,1014,GerDracor/uhland-ludwig-der-bayer.xml,"Billig ist's,
              Daß dem bedrängten Sohn der Vater helfe;
              Doch hier auch drohet neuer Überfall:
              Der alte Dränger Bayerns, Leopold,
              Ist, wie Ihr wißt, mit großem Heereszug
              In Schwaben eingerückt.",364,625,character_speech,5,2,,ERSTER BÜRGER.,#erster_buerger,342.0,MALE,no_annotation,no_annotation,no_annotation
1015,1015,1015,GerDracor/uhland-ludwig-der-bayer.xml,"
              Zugleich verlautet,
              Daß Friedrich, Eurer Großmut ungedenk,
              Von neuem sich als König zeigen will.",0,139,character_speech,5,2,,ZWEITER BÜRGER.,#zweiter_buerger,343.0,MALE,no_annotation,no_annotation,no_annotation
1016,1016,1016,GerDracor/uhland-ludwig-der-bayer.xml,"
              Nun ist Euch wohl bekannt, erhabner Herr,
              Daß Euren Bürgern nichts zu kostbar ist
              Für Euch und Euer Recht.",0,149,character_speech,5,2,,ERSTER.,#erster_buerger,344.0,MALE,"admiration, reverence",positive,emotions of affection
