,Unnamed: 0,Unnamed: 0.1,file,text,start,end,type,act,scene,sd_subtype,speaker,speaker_id,speech_number,gender,pre1_tag_type,genre,subgenre,date,pre1_base_polarity,pre1_main_emotion_class
1148,1148,1148,GerDracor/fouque-aslauga.xml,Gesang der Skalden.,0,19,stage_direction,4,6,pre_speech,,,,,no_annotation,S,,1810.0,no_annotation,no_annotation
1149,1149,1149,GerDracor/fouque-aslauga.xml,Was hegt sich zum liebsten Kinde das Herz?,0,42,character_speech,4,6,,ERSTES HALBCHOR.,#erstes_halbchor,470.0,UNKNOWN,love,S,,1810.0,positive,emotions of affection
1150,1150,1150,GerDracor/fouque-aslauga.xml,–,43,44,character_speech,4,6,,ERSTES HALBCHOR.,#erstes_halbchor,470.0,UNKNOWN,no_annotation,S,,1810.0,no_annotation,no_annotation
1151,1151,1151,GerDracor/fouque-aslauga.xml,Heitern Wunsches schmeichelnde Kunde.,0,37,character_speech,4,6,,ZWEITES HALBCHOR.,#zweites_halbchor,471.0,UNKNOWN,joy,S,,1810.0,positive,emotions of pleasure
1152,1152,1152,GerDracor/fouque-aslauga.xml,–,38,39,character_speech,4,6,,ZWEITES HALBCHOR.,#zweites_halbchor,471.0,UNKNOWN,no_annotation,S,,1810.0,no_annotation,no_annotation
1153,1153,1153,GerDracor/fouque-aslauga.xml,"
              Drum freu' dich, pflückst du Gewährung aus frischem Glück.",0,73,character_speech,4,6,,ALLE.,#erstes_halbchor #zweites_halbchor,472.0,UNKNOWN,joy,S,,1810.0,positive,emotions of pleasure
1154,1154,1154,GerDracor/fouque-aslauga.xml,"Aber halte die Hand vom Blute rein,
              Das Herz halte rein und hell und klar,
              Sonst hüllt in Trauer sich dir Erfüllung.",88,232,character_speech,4,6,,ALLE.,#erstes_halbchor #zweites_halbchor,472.0,UNKNOWN,suffering,S,,1810.0,negative,emotions of suffering and empathy
1155,1155,1155,GerDracor/fouque-aslauga.xml,"
              Gelungen wohl war's euch, Niflungen,
              Wohl pflücktet mit Sigurd ihr Siegeskranz,
              Sein blühend Kind hob eures Hauses Lob.",0,162,character_speech,4,6,,ERSTES HALBCHOR.,#erstes_halbchor,473.0,UNKNOWN,joy,S,,1810.0,positive,emotions of pleasure
1156,1156,1156,GerDracor/fouque-aslauga.xml,"
              Doch mit Lug, mit Trug erlangte
              Labung riß in's Grab euch alle, –
              Aus ging der Sigurd's Strahl, eu'r Haus zerstäubt.",0,159,character_speech,4,6,,ZWEITES HALBCHOR.,#zweites_halbchor,474.0,UNKNOWN,suffering,S,,1810.0,negative,emotions of suffering and empathy
1157,1157,1157,GerDracor/fouque-aslauga.xml,"
              Ich weiß wohl, wo ein Sigurd's Reis
              Wonnig entspringt aus reinerm Brennen –
              Ich weiß es wohl, und trage die Kunde weit.",0,162,character_speech,4,6,,ERSTES HALBCHOR.,#erstes_halbchor,475.0,UNKNOWN,no_annotation,S,,1810.0,no_annotation,no_annotation
1158,1158,1158,GerDracor/fouque-aslauga.xml,–,163,164,character_speech,4,6,,ERSTES HALBCHOR.,#erstes_halbchor,475.0,UNKNOWN,no_annotation,S,,1810.0,no_annotation,no_annotation
1159,1159,1159,GerDracor/fouque-aslauga.xml,"
              Hindarfiall, dich darf man preisen,
              Du traumvolles Flammenbrautbett,
              Umloderte Burg von Wafurloga's Brand!",0,149,character_speech,4,6,,ZWEITES HALBCHOR.,#zweites_halbchor,476.0,UNKNOWN,"admiration, reverence",S,,1810.0,positive,emotions of affection
1160,1160,1160,GerDracor/fouque-aslauga.xml,"
              Wen ließ die Gluth in Liebe durch,
              Leckte nur küssend die Rüstung ihm?",0,99,character_speech,4,6,,ERSTES HALBCHOR.,#erstes_halbchor,477.0,UNKNOWN,love,S,,1810.0,positive,emotions of affection
1161,1161,1161,GerDracor/fouque-aslauga.xml,"Man hört's, vom Schlangentödter schallt dein Sang.",0,50,character_speech,4,6,,ZWEITES HALBCHOR.,#zweites_halbchor,478.0,UNKNOWN,no_annotation,S,,1810.0,no_annotation,no_annotation
1162,1162,1162,GerDracor/fouque-aslauga.xml,–,51,52,character_speech,4,6,,ZWEITES HALBCHOR.,#zweites_halbchor,478.0,UNKNOWN,no_annotation,S,,1810.0,no_annotation,no_annotation
1163,1163,1163,GerDracor/fouque-aslauga.xml,"
              Welch ein Sternbild stand verkannt erst,
              Nun strahlend Kind aus Brynhild's Minne?",0,110,character_speech,4,6,,ERSTES HALBCHOR.,#erstes_halbchor,479.0,UNKNOWN,"admiration, reverence",S,,1810.0,positive,emotions of affection
1164,1164,1164,GerDracor/fouque-aslauga.xml,–,111,112,character_speech,4,6,,ERSTES HALBCHOR.,#erstes_halbchor,479.0,UNKNOWN,no_annotation,S,,1810.0,no_annotation,no_annotation
1165,1165,1165,GerDracor/fouque-aslauga.xml,"Schau' hin, wie es reich an Ragnars Seite prangt.",0,49,character_speech,4,6,,ZWEITES HALBCHOR.,#zweites_halbchor,480.0,UNKNOWN,no_annotation,S,,1810.0,no_annotation,no_annotation
1166,1166,1166,GerDracor/fouque-aslauga.xml,"
              Heil, Aslauga, hellfunkelnd Auge,
              Hirtin nicht mehr, nun hohe Wirthin
              In Nordlands klingendsten Königspforten!",0,153,character_speech,4,6,,ALLE.,#erstes_halbchor #zweites_halbchor,481.0,UNKNOWN,"admiration, reverence",S,,1810.0,positive,emotions of affection
1167,1167,1167,GerDracor/fouque-aslauga.xml,"Manch' tapfrer Stamm im Nordertann
              Trägt reiche Krone hoch zwar schon,
              In's Himmelblau dringt höher Aslauga's Stamm.",168,312,character_speech,4,6,,ALLE.,#erstes_halbchor #zweites_halbchor,481.0,UNKNOWN,no_annotation,S,,1810.0,no_annotation,no_annotation
1168,1168,1168,GerDracor/fouque-aslauga.xml,"Wer zu singen weiß, der sieht auch weit,
              Wohl ferne Zeit erschließt sich ihm gern,
              Da hör' ich Lieder von Sigurds Minn' und Sieg,
              Lieder von Aslaugas Liebreiz;
              Leicht in vielen Sprachen spielend,
              Deutlich und wahr im ehrbar'n deutschen Wort.",327,638,character_speech,4,6,,ALLE.,#erstes_halbchor #zweites_halbchor,481.0,UNKNOWN,no_annotation,S,,1810.0,no_annotation,no_annotation
1169,1169,1169,GerDracor/fouque-aslauga.xml,"Einer singt hoch, der Andre singt tief,
              Sang ist eigensinn'ges Kindlein,
              Hält wenig Den werth, und Jenen viel.",654,792,character_speech,4,6,,ALLE.,#erstes_halbchor #zweites_halbchor,481.0,UNKNOWN,no_annotation,S,,1810.0,no_annotation,no_annotation
1170,1170,1170,GerDracor/fouque-aslauga.xml,"Aber singt wer vom treuen Sigurd,
              Singt Aslauga's Ehrenlauben,
              Wird lieb den Menschen auch mindern Liedes Hall.",807,946,character_speech,4,6,,ALLE.,#erstes_halbchor #zweites_halbchor,481.0,UNKNOWN,love,S,,1810.0,positive,emotions of affection
