,Unnamed: 0,Unnamed: 0.1,file,text,start,end,type,act,scene,sd_subtype,speaker,speaker_id,speech_number,gender,pre1_tag_type,genre,subgenre,date,pre1_base_polarity,pre1_main_emotion_class
500,500,500,GerDracor/moeser-die-tugend-auf-der-schaubuehne.xml,Die Vorigen und Harlekin.,0,25,stage_direction,1,17,pre_speech,,,,,no_annotation,S,,1763.0,no_annotation,no_annotation
501,501,501,GerDracor/moeser-die-tugend-auf-der-schaubuehne.xml,"Nun, mein liebes Kolombinchen, wollen wir itzt Braut und Bräutigam spielen?",0,75,character_speech,1,17,,HARLEKIN.,#harlekin,240.0,MALE,joy,S,,1763.0,positive,emotions of pleasure
502,502,502,GerDracor/moeser-die-tugend-auf-der-schaubuehne.xml,"Ich will wohl, wenn Sie will.",92,121,character_speech,1,17,,HARLEKIN.,#harlekin,240.0,MALE,no_annotation,S,,1763.0,no_annotation,no_annotation
503,503,503,GerDracor/moeser-die-tugend-auf-der-schaubuehne.xml,Ich will aber nicht.,0,20,character_speech,1,17,,KOLOMBINE.,#kolombine,241.0,FEMALE,no_annotation,S,,1763.0,no_annotation,no_annotation
504,504,504,GerDracor/moeser-die-tugend-auf-der-schaubuehne.xml,Wie?,0,4,character_speech,1,17,,HARLEKIN.,#harlekin,242.0,MALE,no_annotation,S,,1763.0,no_annotation,no_annotation
505,505,505,GerDracor/moeser-die-tugend-auf-der-schaubuehne.xml,Du willst nicht?,5,21,character_speech,1,17,,HARLEKIN.,#harlekin,242.0,MALE,no_annotation,S,,1763.0,no_annotation,no_annotation
506,506,506,GerDracor/moeser-die-tugend-auf-der-schaubuehne.xml,Haben Sie mich diese Antwort nicht selbst gelehret?,0,51,character_speech,1,17,,KOLOMBINE.,#kolombine,243.0,FEMALE,no_annotation,S,,1763.0,no_annotation,no_annotation
507,507,507,GerDracor/moeser-die-tugend-auf-der-schaubuehne.xml,"Ja, das habe ich gethan; aber das war nur eine Rolle in der Comödie.",0,68,character_speech,1,17,,HARLEKIN.,#harlekin,244.0,MALE,no_annotation,S,,1763.0,no_annotation,no_annotation
508,508,508,GerDracor/moeser-die-tugend-auf-der-schaubuehne.xml,"Nun, ich spiele itzt die meinige.",0,33,character_speech,1,17,,KOLOMBINE.,#kolombine,245.0,FEMALE,no_annotation,S,,1763.0,no_annotation,no_annotation
509,509,509,GerDracor/moeser-die-tugend-auf-der-schaubuehne.xml,Ich will nicht.,34,49,character_speech,1,17,,KOLOMBINE.,#kolombine,245.0,FEMALE,no_annotation,S,,1763.0,no_annotation,no_annotation
510,510,510,GerDracor/moeser-die-tugend-auf-der-schaubuehne.xml,"Kinder, was Ihr thun wollt, das thut bald; es ist meine Zeit zu trinken, und die
              versäume ich nicht gern.",0,119,character_speech,1,17,,BARTHOLD.,#barthold,246.0,MALE,no_annotation,S,,1763.0,no_annotation,no_annotation
511,511,511,GerDracor/moeser-die-tugend-auf-der-schaubuehne.xml,"Noch einen Augenblick, Herr Barthold, ich muß Ihnen erst einen listigen Streich
              erzählen.",0,103,character_speech,1,17,,HARLEKIN.,#harlekin,247.0,MALE,no_annotation,S,,1763.0,no_annotation,no_annotation
512,512,512,GerDracor/moeser-die-tugend-auf-der-schaubuehne.xml,Kennen Sie den Herrn Hauptmann von Astaroth?,104,148,character_speech,1,17,,HARLEKIN.,#harlekin,247.0,MALE,no_annotation,S,,1763.0,no_annotation,no_annotation
513,513,513,GerDracor/moeser-die-tugend-auf-der-schaubuehne.xml,"O ja, ganz gut.",0,15,character_speech,1,17,,BARTHOLD.,#barthold,248.0,MALE,no_annotation,S,,1763.0,no_annotation,no_annotation
514,514,514,GerDracor/moeser-die-tugend-auf-der-schaubuehne.xml,"Ich habe noch eben die Ehre gehabt, ihn aus meinem Hause zu
              prügeln.",16,98,character_speech,1,17,,BARTHOLD.,#barthold,248.0,MALE,abhorrence,S,,1763.0,negative,emotions of rejection
515,515,515,GerDracor/moeser-die-tugend-auf-der-schaubuehne.xml,Es ist ein sehr schlechter Mensch.,0,34,character_speech,1,17,,KOLOMBINE.,#kolombine,249.0,FEMALE,abhorrence,S,,1763.0,negative,emotions of rejection
516,516,516,GerDracor/moeser-die-tugend-auf-der-schaubuehne.xml,O wenn Sie wüßten!,0,18,character_speech,1,17,,HARLEKIN.,#harlekin,250.0,MALE,no_annotation,S,,1763.0,no_annotation,no_annotation
517,517,517,GerDracor/moeser-die-tugend-auf-der-schaubuehne.xml,"Er geht auf der Bühne herum, und freuet sich.",0,45,stage_direction,1,17,speech_part,,#harlekin,250.0,MALE,joy,S,,1763.0,positive,emotions of pleasure
518,518,518,GerDracor/moeser-die-tugend-auf-der-schaubuehne.xml,"Ich denke doch nicht, daß er sich der empfangenen Ehre rühmen wird?",0,67,character_speech,1,17,,BARTHOLD.,#barthold,251.0,MALE,no_annotation,S,,1763.0,no_annotation,no_annotation
519,519,519,GerDracor/moeser-die-tugend-auf-der-schaubuehne.xml,"O, mein guter Herr Barthold, wenn Sie es wüßten!",0,48,character_speech,1,17,,HARLEKIN.,#harlekin,252.0,MALE,no_annotation,S,,1763.0,no_annotation,no_annotation
520,520,520,GerDracor/moeser-die-tugend-auf-der-schaubuehne.xml,Gelt?,49,54,character_speech,1,17,,HARLEKIN.,#harlekin,252.0,MALE,no_annotation,S,,1763.0,no_annotation,no_annotation
521,521,521,GerDracor/moeser-die-tugend-auf-der-schaubuehne.xml,"Sie glauben den Herrn
              Hauptmann von Astaroth geschlagen zu haben?",55,134,character_speech,1,17,,HARLEKIN.,#harlekin,252.0,MALE,no_annotation,S,,1763.0,no_annotation,no_annotation
522,522,522,GerDracor/moeser-die-tugend-auf-der-schaubuehne.xml,Ha!,135,138,character_speech,1,17,,HARLEKIN.,#harlekin,252.0,MALE,no_annotation,S,,1763.0,no_annotation,no_annotation
523,523,523,GerDracor/moeser-die-tugend-auf-der-schaubuehne.xml,ha!,139,142,character_speech,1,17,,HARLEKIN.,#harlekin,252.0,MALE,no_annotation,S,,1763.0,no_annotation,no_annotation
524,524,524,GerDracor/moeser-die-tugend-auf-der-schaubuehne.xml,ha!,143,146,character_speech,1,17,,HARLEKIN.,#harlekin,252.0,MALE,no_annotation,S,,1763.0,no_annotation,no_annotation
