,Unnamed: 0,Unnamed: 0.1,file,text,start,end,type,act,scene,sd_subtype,speaker,speaker_id,speech_number,gender,pre1_tag_type,pre1_base_polarity,pre1_main_emotion_class
2671,2671,2671,GerDracor/klinger-sturm-und-drang.xml,Kapitän.,0,8,stage_direction,5,12,pre_speech,,,,,no_annotation,no_annotation,no_annotation
2672,2672,2672,GerDracor/klinger-sturm-und-drang.xml,"Berkley, hastig nach.",9,30,stage_direction,5,12,pre_speech,,,,,no_annotation,no_annotation,no_annotation
2673,2673,2673,GerDracor/klinger-sturm-und-drang.xml,Harry!,0,6,character_speech,5,12,,BERKLEY.,#berkley,737.0,MALE,no_annotation,no_annotation,no_annotation
2674,2674,2674,GerDracor/klinger-sturm-und-drang.xml,Harry!,7,13,character_speech,5,12,,BERKLEY.,#berkley,737.0,MALE,no_annotation,no_annotation,no_annotation
2675,2675,2675,GerDracor/klinger-sturm-und-drang.xml,He Harry!,14,23,character_speech,5,12,,BERKLEY.,#berkley,737.0,MALE,no_annotation,no_annotation,no_annotation
2676,2676,2676,GerDracor/klinger-sturm-und-drang.xml,du sollst nicht!,24,40,character_speech,5,12,,BERKLEY.,#berkley,737.0,MALE,no_annotation,no_annotation,no_annotation
2677,2677,2677,GerDracor/klinger-sturm-und-drang.xml,zu Wild.,0,8,stage_direction,5,12,speech_part,,#kapitaen,738.0,MALE,no_annotation,no_annotation,no_annotation
2678,2678,2678,GerDracor/klinger-sturm-und-drang.xml,"Wo bleibst du denn, he?",0,23,character_speech,5,12,,KAPITÄN,#kapitaen,738.0,MALE,no_annotation,no_annotation,no_annotation
2679,2679,2679,GerDracor/klinger-sturm-und-drang.xml,"– Was hier, Miß?",24,40,character_speech,5,12,,KAPITÄN,#kapitaen,738.0,MALE,no_annotation,no_annotation,no_annotation
2680,2680,2680,GerDracor/klinger-sturm-und-drang.xml,–,41,42,character_speech,5,12,,KAPITÄN,#kapitaen,738.0,MALE,no_annotation,no_annotation,no_annotation
2681,2681,2681,GerDracor/klinger-sturm-und-drang.xml,"Indem er Lord Bushy gewahr
                wird.",0,48,stage_direction,5,12,inner_speech,,#kapitaen,738.0,MALE,no_annotation,no_annotation,no_annotation
2682,2682,2682,GerDracor/klinger-sturm-und-drang.xml, Ist das Traum?,0,15,character_speech,5,12,,KAPITÄN,#kapitaen,738.0,MALE,no_annotation,no_annotation,no_annotation
2683,2683,2683,GerDracor/klinger-sturm-und-drang.xml,"he, Mylord Bushy, bist du Fleisch und Bein?",16,59,character_speech,5,12,,KAPITÄN,#kapitaen,738.0,MALE,abhorrence,negative,emotions of rejection
2684,2684,2684,GerDracor/klinger-sturm-und-drang.xml,Berkley fährt zusammen.,0,23,stage_direction,5,12,speech_part,,#kapitaen,738.0,MALE,no_annotation,no_annotation,no_annotation
2685,2685,2685,GerDracor/klinger-sturm-und-drang.xml,"Ich bin's, Kapitän.",0,19,character_speech,5,12,,LORD BUSHY.,#lord_bushy,739.0,MALE,no_annotation,no_annotation,no_annotation
2686,2686,2686,GerDracor/klinger-sturm-und-drang.xml,Teufel und Hölle!,0,17,character_speech,5,12,,KAPITÄN.,#kapitaen,740.0,MALE,abhorrence,negative,emotions of rejection
2687,2687,2687,GerDracor/klinger-sturm-und-drang.xml,Hat dich die See so lieb?,18,43,character_speech,5,12,,KAPITÄN.,#kapitaen,740.0,MALE,love,positive,emotions of affection
2688,2688,2688,GerDracor/klinger-sturm-und-drang.xml,"Vater, es ist Bushy, der alte Bushy!",44,80,character_speech,5,12,,KAPITÄN.,#kapitaen,740.0,MALE,no_annotation,no_annotation,no_annotation
2689,2689,2689,GerDracor/klinger-sturm-und-drang.xml,"Ich seh es ja, ich fühl es ja.",0,30,character_speech,5,12,,BERKLEY.,#berkley,741.0,MALE,being moved,being moved,being moved
2690,2690,2690,GerDracor/klinger-sturm-und-drang.xml,"Komm doch fort mit mir, Harry!",31,61,character_speech,5,12,,BERKLEY.,#berkley,741.0,MALE,no_annotation,no_annotation,no_annotation
2691,2691,2691,GerDracor/klinger-sturm-und-drang.xml,"Es geht mir so warm ums
              Herz –",62,106,character_speech,5,12,,BERKLEY.,#berkley,741.0,MALE,joy,positive,emotions of pleasure
