,Unnamed: 0,Unnamed: 0.1,file,text,start,end,type,act,scene,sd_subtype,speaker,speaker_id,speech_number,gender,pre1_tag_type,genre,subgenre,date,pre1_base_polarity,pre1_main_emotion_class
1823,1823,1823,GerDracor/wieland-klementina-von-porretta.xml,"Die Vorigen, der Markgraf, Grandison, der Bischof, der General, der Pater
            Mareskotti.",0,97,stage_direction,5,12,pre_speech,,,,,no_annotation,S,,1759.0,no_annotation,no_annotation
1824,1824,1824,GerDracor/wieland-klementina-von-porretta.xml,"Ich habe Mühe zu glauben, was ich sehe und höre.",0,48,character_speech,5,12,,DER MARKGRAF.,#der_markgraf,339.0,MALE,being moved,S,,1759.0,being moved,being moved
1825,1825,1825,GerDracor/wieland-klementina-von-porretta.xml,"Ist es möglich, meine liebe
              Klementina, dass du bey einem Entschlusse beharrest, der unserer Erwartung und deinen
              eigenen Wünschen so sehr entgegen ist?",49,229,character_speech,5,12,,DER MARKGRAF.,#der_markgraf,339.0,MALE,no_annotation,S,,1759.0,no_annotation,no_annotation
1826,1826,1826,GerDracor/wieland-klementina-von-porretta.xml,"Die Stimme meiner Pflicht hat so stark zu mir gesprochen, dass es unmöglich war,
              ungehorsam zu seyn.",0,114,character_speech,5,12,,KLEMENTINA.,#klementina,340.0,FEMALE,"admiration, reverence",S,,1759.0,positive,emotions of affection
1827,1827,1827,GerDracor/wieland-klementina-von-porretta.xml,"Ich empfinde mit dem gerührtesten Herzen Ihre Gütigkeit, gnädiger
              Herr; Sie haben aus Mitleiden gegen mich –",115,237,character_speech,5,12,,KLEMENTINA.,#klementina,340.0,FEMALE,compassion,S,,1759.0,negative,emotions of suffering and empathy
1828,1828,1828,GerDracor/wieland-klementina-von-porretta.xml,"Es ist eben so sehr aus Dankbarkeit gegen den Chevalier und aus Hochachtung gegen
              seine Verdienste, als aus Liebe zu dir geschehen, daß ich deine Verbindung mit ihm
              beliebt habe.",0,206,character_speech,5,12,,DER MARKGRAF.,#der_markgraf,341.0,MALE,love,S,,1759.0,positive,emotions of affection
1829,1829,1829,GerDracor/wieland-klementina-von-porretta.xml,"Wenn ich wüsste, dass ich ihn glücklich machen könnte – Aber, ach, Chevalier, ich
              würde Sie nicht glücklich machen!",0,129,character_speech,5,12,,KLEMENTINA.,#klementina,342.0,FEMALE,suffering,S,,1759.0,negative,emotions of suffering and empathy
1830,1830,1830,GerDracor/wieland-klementina-von-porretta.xml,"Ich empfinde es zu stark, dass Sie es könnten, gnädige Gräfin, als dass ich –",0,77,character_speech,5,12,,GRANDISON.,#grandison,343.0,MALE,no_annotation,S,,1759.0,no_annotation,no_annotation
1831,1831,1831,GerDracor/wieland-klementina-von-porretta.xml,"O versuchen Sie nicht mehr, mich zu bereden, lieber Grandison!",0,62,character_speech,5,12,,KLEMENTINA.,#klementina,344.0,FEMALE,no_annotation,S,,1759.0,no_annotation,no_annotation
1832,1832,1832,GerDracor/wieland-klementina-von-porretta.xml,"Ihre Güte gegen mich
              macht Sie parteylich.",63,119,character_speech,5,12,,KLEMENTINA.,#klementina,344.0,FEMALE,"admiration, reverence",S,,1759.0,positive,emotions of affection
